UserID,Phase,Group,Send2%,Challenge%,ActualSend2,ActualChallenge,SendPayout,ChallengePayouy
30,1,Diff,15,49,41.67,93.18,0.0,0.0
31,1,Unk,21,91,56.11,91.27,0.0,10.0
31,1,Same,91,86,41.0,94.0,0.0,7.7
31,1,Diff,71,64,61.36,93.18,6.66,0.0
32,1,Unk,94,68,57.7,91.27,0.0,0.0
32,1,Same,40,19,41.0,94.0,9.96,0.0
32,1,Diff,27,16,58.33,93.18,0.0,0.0
33,1,Unk,39,94,55.32,91.27,0.41,9.73
33,1,Same,53,44,41.0,94.0,4.82,0.0
33,1,Diff,38,59,55.3,93.18,0.0,0.0
34,1,Unk,83,73,55.32,91.27,0.0,0.0
34,1,Same,66,35,41.0,94.0,0.0,0.0
34,1,Diff,95,18,58.33,93.18,0.0,0.0
35,1,Unk,89,62,55.32,91.27,0.0,0.0
35,1,Same,1,82,41.0,94.0,0.0,4.82
35,1,Diff,34,52,64.39,93.18,0.0,0.0
36,1,Unk,7,98,52.94,91.27,0.0,8.37
36,1,Same,40,51,41.0,94.0,9.96,0.0
36,1,Diff,6,23,59.85,93.18,0.0,0.0
37,1,Unk,10,56,54.52,91.27,0.0,0.0
37,1,Same,11,68,41.0,94.0,0.0,0.0
37,1,Diff,57,40,64.39,93.18,8.53,0.0
38,1,Unk,84,15,52.94,91.27,0.0,0.0
38,1,Same,81,73,41.0,94.0,0.0,0.0
38,1,Diff,78,20,58.33,93.18,0.0,0.0
39,1,Unk,59,7,52.94,91.27,8.68,0.0
39,1,Same,16,53,41.0,94.0,0.0,0.0
39,1,Diff,69,96,55.3,93.18,3.25,9.71
40,1,Unk,46,99,54.13,91.27,7.62,7.85
40,1,Same,12,87,41.0,94.0,0.0,8.24
40,1,Diff,50,90,60.83,93.18,5.78,9.64
1,3,Unk,37,38,46.43,96.19,6.8,0.0
1,3,Same,60,3,61.67,100.0,9.9,0.0
1,3,Diff,46,73,54.17,93.94,7.6,0.0
2,3,Unk,17,18,47.06,94.29,0.0,0.0
2,3,Same,92,47,60.17,93.33,0.0,0.0
2,3,Diff,52,21,56.06,93.94,9.41,0.0
3,3,Unk,35,26,48.81,94.29,3.13,0.0
3,3,Same,10,8,59.17,93.33,0.0,0.0
3,3,Diff,86,38,58.33,93.94,0.0,0.0
4,3,Unk,57,32,49.6,94.29,7.46,0.0
4,3,Same,99,27,53.5,93.33,0.0,0.0
4,3,Diff,0,75,54.17,93.94,0.0,0.0
5,3,Unk,23,31,48.81,94.29,0.0,0.0
5,3,Same,83,91,57.67,93.33,0.0,9.8
5,3,Diff,88,4,55.3,93.94,0.0,0.0
6,3,Unk,67,69,52.86,94.29,2.8,0.0
6,3,Same,71,85,55.17,93.33,0.98,7.5
6,3,Diff,98,96,53.79,93.94,0.0,9.85
7,3,Unk,24,76,54.37,94.29,0.0,0.0
7,3,Same,71,34,56.83,93.33,2.77,0.0
7,3,Diff,37,54,58.33,93.94,0.0,0.0
8,3,Unk,54,56,48.02,94.29,8.71,0.0
8,3,Same,45,24,60.17,93.33,1.72,0.0
8,3,Diff,53,64,58.33,93.94,8.98,0.0
9,3,Unk,17,34,48.75,94.29,0.0,0.0
9,3,Same,78,74,62.67,93.33,1.54,0.0
9,3,Diff,9,41,53.79,93.94,0.0,0.0
10,3,Unk,57,79,51.19,94.29,8.33,1.59
10,3,Same,69,0,60.17,93.33,7.19,0.0
10,3,Diff,23,27,58.33,93.94,0.0,0.0
11,3,Unk,36,98,54.5,100.0,0.0,9.86
11,3,Same,32,62,45.67,100.0,3.28,0.0
11,3,Diff,42,71,76.85,100.0,0.0,0.0
12,3,Unk,36,43,52.83,94.29,0.0,0.0
12,3,Same,28,10,44.17,93.33,0.59,0.0
12,3,Diff,15,97,71.3,93.94,0.0,9.66
13,3,Unk,66,61,53.83,100.0,4.67,0.0
13,3,Same,56,11,45.67,100.0,5.38,0.0
13,3,Diff,94,19,82.41,100.0,5.16,0.0
14,3,Unk,65,49,60.33,100.0,9.22,0.0
14,3,Same,24,24,46.67,100.0,0.0,0.0
14,3,Diff,88,78,76.85,100.0,5.53,0.0
15,3,Unk,32,38,56.17,100.0,0.0,0.0
15,3,Same,2,13,52.33,100.0,0.0,0.0
15,3,Diff,27,42,82.41,100.0,0.0,0.0
16,3,Unk,97,44,56.17,100.0,0.0,0.0
16,3,Same,25,49,48.17,100.0,0.0,0.0
16,3,Diff,71,9,82.41,100.0,5.32,0.0
17,3,Unk,60,80,53.17,100.0,8.32,0.0
17,3,Same,50,67,50.67,100.0,9.98,0.0
17,3,Diff,56,30,74.07,100.0,0.0,0.0
18,3,Unk,65,24,50.33,100.0,2.26,0.0
18,3,Same,4,60,49.0,100.0,0.0,0.0
18,3,Diff,95,84,78.7,100.0,0.44,0.78
19,3,Unk,39,27,58.67,100.0,0.0,0.0
19,3,Same,50,73,45.67,100.0,9.32,0.0
19,3,Diff,18,92,71.3,100.0,0.0,7.7
20,3,Unk,8,31,54.5,100.0,0.0,0.0
20,3,Same,4,54,43.17,100.0,0.0,0.0
20,3,Diff,25,18,76.85,100.0,0.0,0.0
21,3,Unk,96,85,51.19,98.1,0.0,3.83
21,3,Same,38,71,62.17,100.0,0.0,0.0
21,3,Diff,52,68,49.85,93.94,9.83,0.0
22,3,Unk,19,98,51.83,94.29,0.0,9.5
22,3,Same,75,67,61.33,94.0,3.28,0.0
22,3,Diff,21,23,47.58,93.94,0.0,0.0
23,3,Unk,59,77,47.22,94.29,5.01,0.0
23,3,Same,22,62,64.67,94.0,0.0,0.0
23,3,Diff,35,18,46.06,93.94,5.6,0.0
24,3,Unk,86,9,46.83,94.29,0.0,0.0
24,3,Same,22,36,61.17,94.0,0.0,0.0
24,3,Diff,41,89,47.58,93.94,8.44,9.12
25,3,Unk,23,4,48.81,94.29,0.0,0.0
25,3,Same,86,59,55.5,94.0,0.0,0.0
25,3,Diff,87,36,50.3,93.94,0.0,0.0
26,3,Unk,34,97,48.49,94.29,2.44,9.73
26,3,Same,72,71,63.0,94.0,7.08,0.0
26,3,Diff,69,70,47.58,93.94,0.0,0.0
27,3,Unk,8,1,51.25,94.29,0.0,0.0
27,3,Same,80,48,62.17,94.0,0.0,0.0
27,3,Diff,96,48,49.85,93.94,0.0,0.0
28,3,Unk,0,89,48.02,94.29,0.0,8.99
28,3,Same,31,76,60.83,94.0,0.0,0.0
28,3,Diff,45,73,49.09,93.94,9.4,0.0
29,3,Unk,91,25,48.41,94.29,0.0,0.0
29,3,Same,26,46,67.17,94.0,0.0,0.0
29,3,Diff,35,0,47.58,93.94,4.31,0.0
30,3,Unk,42,84,49.6,94.29,7.92,6.19
30,3,Same,60,20,62.17,94.0,9.83,0.0
30,3,Diff,35,85,46.06,93.94,5.6,7.12
31,3,Unk,48,48,57.83,100.0,6.52,0.0
31,3,Same,7,91,60.67,100.0,0.0,7.08
31,3,Diff,68,55,54.24,100.0,3.19,0.0
32,3,Unk,85,33,52.83,96.19,0.0,0.0
32,3,Same,57,14,60.67,94.0,9.74,0.0
32,3,Diff,88,45,51.21,100.0,0.0,0.0
33,3,Unk,62,11,51.17,100.0,5.77,0.0
33,3,Same,5,37,61.5,100.0,0.0,0.0
33,3,Diff,24,54,51.21,100.0,0.0,0.0
34,3,Unk,46,33,57.0,100.0,5.64,0.0
34,3,Same,27,46,58.17,100.0,0.0,0.0
34,3,Diff,98,37,60.3,100.0,0.0,0.0
35,3,Unk,77,8,54.08,100.0,0.0,0.0
35,3,Same,11,60,61.67,100.0,0.0,0.0
35,3,Diff,96,31,54.24,100.0,0.0,0.0
36,3,Unk,50,30,52.0,100.0,9.86,0.0
36,3,Same,13,19,67.33,100.0,0.0,0.0
36,3,Diff,88,78,55.76,100.0,0.0,0.0
37,3,Unk,90,57,56.17,100.0,0.0,0.0
37,3,Same,94,53,59.83,100.0,0.0,0.0
37,3,Diff,87,2,57.27,100.0,0.0,0.0
38,3,Unk,21,23,56.27,100.0,0.0,0.0
38,3,Same,53,68,60.67,100.0,7.88,0.0
38,3,Diff,6,11,60.3,100.0,0.0,0.0
39,3,Unk,36,62,56.17,100.0,0.0,0.0
39,3,Same,71,16,62.0,100.0,7.08,0.0
39,3,Diff,93,81,54.85,100.0,0.0,0.0
40,3,Unk,13,72,54.5,98.1,0.0,0.0
40,3,Same,53,19,55.67,100.0,9.74,0.0
40,3,Diff,90,44,55.76,93.94,0.0,0.0
