UserID,Phase,Group,Send2%,Challenge%,ActualSend2,ActualChallenge,SendPayout,ChallengePayouy
37,1,Same,99,44,52.0,100.0,0.0,0.0
37,1,Diff,18,51,41.67,93.18,0.0,0.0
38,1,Unk,11,84,31.98,95.24,0.0,5.45
38,1,Same,15,52,52.0,100.0,0.0,0.0
38,1,Diff,65,48,40.91,93.18,0.0,0.0
39,1,Unk,68,4,34.37,95.24,0.0,0.0
39,1,Same,59,6,52.0,100.0,8.24,0.0
39,1,Diff,52,80,47.73,93.18,9.34,3.74
40,1,Unk,74,92,35.16,95.24,0.0,9.62
40,1,Same,95,11,52.0,100.0,0.0,0.0
40,1,Diff,23,52,41.67,93.18,0.0,0.0
1,3,Unk,42,54,58.89,100.0,0.0,0.0
1,3,Same,82,87,26.83,100.0,0.0,3.92
1,3,Diff,57,90,55.3,100.0,9.74,6.4
2,3,Unk,66,66,60.87,95.24,9.05,0.0
2,3,Same,36,64,30.17,94.0,8.77,0.0
2,3,Diff,71,67,55.3,100.0,1.13,0.0
3,3,Unk,56,75,53.25,95.24,9.73,0.0
3,3,Same,95,12,31.83,94.0,0.0,0.0
3,3,Diff,4,84,55.3,100.0,0.0,0.78
4,3,Unk,39,49,54.92,95.24,0.88,0.0
4,3,Same,42,36,31.83,94.0,6.28,0.0
4,3,Diff,41,74,58.33,100.0,0.0,0.0
5,3,Unk,33,83,55.4,95.24,0.0,4.61
5,3,Same,86,4,27.5,94.0,0.0,0.0
5,3,Diff,22,46,59.85,100.0,0.0,0.0
6,3,Unk,51,43,54.33,95.24,9.6,0.0
6,3,Same,72,14,33.5,94.0,0.0,0.0
6,3,Diff,38,3,57.58,100.0,0.0,0.0
7,3,Unk,41,47,59.68,95.24,0.0,0.0
7,3,Same,25,69,26.83,94.0,9.88,0.0
7,3,Diff,89,68,64.39,100.0,0.0,0.0
8,3,Unk,17,27,54.92,95.24,0.0,0.0
8,3,Same,32,76,28.5,94.0,9.56,0.0
8,3,Diff,59,86,58.33,100.0,9.98,2.94
9,3,Unk,2,75,54.44,95.24,0.0,0.0
9,3,Same,45,2,29.33,94.0,1.16,0.0
9,3,Diff,9,54,58.33,100.0,0.0,0.0
10,3,Unk,43,60,53.17,95.24,6.27,0.0
10,3,Same,94,88,26.83,94.0,0.0,8.7
10,3,Diff,99,43,55.3,100.0,0.0,0.0
11,3,Unk,98,50,60.17,100.0,0.0,0.0
11,3,Same,5,62,51.67,100.0,0.0,0.0
11,3,Diff,61,56,25.0,100.0,0.0,0.0
12,3,Unk,88,34,53.5,95.24,0.0,0.0
12,3,Same,28,27,51.67,94.0,0.0,0.0
12,3,Diff,7,31,34.09,100.0,0.0,0.0
13,3,Unk,38,96,53.08,100.0,1.81,9.42
13,3,Same,46,52,48.33,100.0,9.8,0.0
13,3,Diff,71,65,27.27,100.0,0.0,0.0
14,3,Unk,56,6,59.83,100.0,9.47,0.0
14,3,Same,14,56,46.67,100.0,0.0,0.0
14,3,Diff,9,94,31.06,100.0,0.0,8.7
15,3,Unk,48,24,53.92,100.0,8.74,0.0
15,3,Same,83,50,46.67,100.0,0.0,0.0
15,3,Diff,36,30,34.09,100.0,9.87,0.0
16,3,Unk,1,16,55.58,100.0,0.0,0.0
16,3,Same,33,82,51.0,100.0,0.0,0.0
16,3,Diff,28,65,34.09,100.0,8.66,0.0
17,3,Unk,3,21,54.68,100.0,0.0,0.0
17,3,Same,56,7,45.0,100.0,5.64,0.0
17,3,Diff,75,3,31.06,100.0,0.0,0.0
18,3,Unk,32,49,55.58,100.0,0.0,0.0
18,3,Same,75,70,51.67,100.0,0.0,0.0
18,3,Diff,63,45,29.55,100.0,0.0,0.0
19,3,Unk,22,97,51.83,100.0,0.0,9.68
19,3,Same,14,21,50.0,100.0,0.0,0.0
19,3,Diff,57,94,29.55,100.0,0.0,8.7
20,3,Unk,23,41,58.58,100.0,0.0,0.0
20,3,Same,33,68,49.17,100.0,0.59,0.0
20,3,Diff,6,27,29.55,100.0,0.0,0.0
21,3,Unk,4,86,54.52,95.24,0.0,6.93
21,3,Same,18,11,56.67,100.0,0.0,0.0
21,3,Diff,32,35,37.42,92.73,8.94,0.0
22,3,Unk,15,92,52.54,95.24,0.0,9.62
22,3,Same,93,51,65.0,100.0,0.0,0.0
22,3,Diff,92,86,35.91,92.73,0.0,8.37
23,3,Unk,65,96,52.54,95.24,4.41,9.98
23,3,Same,49,40,60.0,100.0,5.64,0.0
23,3,Diff,59,68,38.94,92.73,0.0,0.0
24,3,Unk,80,6,54.13,95.24,0.0,0.0
24,3,Same,59,73,51.67,100.0,8.06,0.0
24,3,Diff,81,24,41.97,92.73,0.0,0.0
25,3,Unk,44,40,54.92,95.24,5.71,0.0
25,3,Same,71,87,63.0,100.0,7.7,3.92
25,3,Diff,6,80,37.42,92.73,0.0,4.17
26,3,Unk,94,93,54.17,95.24,0.0,9.82
26,3,Same,72,63,58.33,100.0,3.28,0.0
26,3,Diff,80,0,37.42,92.73,0.0,0.0
27,3,Unk,35,43,54.92,95.24,0.0,0.0
27,3,Same,77,71,53.33,100.0,0.0,0.0
27,3,Diff,89,83,32.88,92.73,0.0,6.59
28,3,Unk,48,47,59.92,95.24,4.88,0.0
28,3,Same,37,70,62.5,100.0,0.0,0.0
28,3,Diff,72,69,37.42,92.73,0.0,0.0
29,3,Unk,94,96,52.86,95.24,0.0,9.98
29,3,Same,3,89,52.33,100.0,0.0,5.64
29,3,Diff,45,16,35.91,92.73,7.02,0.0
30,3,Unk,28,63,54.13,95.24,0.0,0.0
30,3,Same,12,63,53.33,100.0,0.0,0.0
30,3,Diff,56,12,41.97,92.73,2.91,0.0
31,3,Unk,52,52,53.08,100.0,9.96,0.0
31,3,Same,42,30,56.17,100.0,2.77,0.0
31,3,Diff,33,89,50.76,100.0,0.0,5.64
32,3,Unk,93,54,58.08,100.0,0.0,0.0
32,3,Same,47,9,52.83,100.0,8.77,0.0
32,3,Diff,65,15,48.48,100.0,0.18,0.0
33,3,Unk,3,99,58.08,100.0,0.0,9.96
33,3,Same,33,77,44.5,100.0,5.24,0.0
33,3,Diff,81,78,53.03,100.0,0.0,0.0
34,3,Unk,53,61,55.08,100.0,9.84,0.0
34,3,Same,44,10,49.5,100.0,8.91,0.0
34,3,Diff,37,33,53.03,100.0,0.75,0.0
35,3,Unk,46,53,57.25,100.0,5.44,0.0
35,3,Same,47,44,57.83,100.0,5.77,0.0
35,3,Diff,62,57,53.03,100.0,7.1,0.0
36,3,Unk,62,0,53.08,100.0,7.14,0.0
36,3,Same,14,32,46.5,100.0,0.0,0.0
36,3,Diff,52,26,48.48,100.0,9.56,0.0
37,3,Unk,11,57,56.58,100.0,0.0,0.0
37,3,Same,53,14,51.17,100.0,9.88,0.0
37,3,Diff,16,73,50.3,100.0,0.0,0.0
38,3,Unk,41,38,58.08,100.0,0.0,0.0
38,3,Same,88,30,56.17,100.0,0.0,0.0
38,3,Diff,40,26,57.58,100.0,0.0,0.0
39,3,Unk,81,5,55.33,100.0,0.0,0.0
39,3,Same,30,97,47.0,100.0,0.0,9.68
39,3,Diff,5,88,51.52,100.0,0.0,4.82
40,3,Unk,33,61,54.75,95.24,0.0,0.0
40,3,Same,16,86,57.17,100.0,0.0,2.94
40,3,Diff,13,90,51.52,92.73,0.0,9.73
